timestamp,a_right_backPose,b_right_backPose,c_right_backPose, SCREW_RIGHT
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
1.6449329131708168e+18,2816.0,4866.0,-2525.0,1
